FakeName,FakeCompany,FakePosition,FakeEmail,Size,w1,w2,penalty
Kelsey Cruz,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Keith Reid,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Jennifer Smith,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Joseph Reese,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Tammy Stewart,Chavez PLC,Radio producer,jennifer93@wade.com,"5,001-10,000 employees",0.0,1.0,1.0
Katrina Murphy,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Shawn Dunlap,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,0.0,1.0
Brendan Armstrong,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Lacey Ramirez,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Harold Riddle,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jody Schneider,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Heather Krueger,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Abigail Mccoy,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Robert Gibson,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Dr. Sarah Parsons,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Laura James,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Jackson Elliott,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Jackson Valencia,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Todd Ashley,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Erin Cobb,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Anthony Santiago,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Brandy Walker,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Jonathan Flores,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Michael Johnson,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
William Reid,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Carol Ortega,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Chloe Hughes,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
James Davis,Chavez PLC,Radio producer,jennifer93@wade.com,2-10 employees,0.0,1.0,1.0
Tony Stephenson,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Alexis Johnson,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,0.0,1.0
Kathryn Mora,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Philip Dominguez,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,0.0,1.0
Guy Holland,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jenna Taylor,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Trevor Walton,Chavez PLC,Radio producer,jennifer93@wade.com,                -,0.0,1.0,1.0
Lisa Rodriguez,Chavez PLC,Radio producer,jennifer93@wade.com,"10,001+ employees",0.0,1.0,1.0
Todd Noble,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Andrew Oconnor,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jonathan Pacheco,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Corey Bowman,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Nathaniel Clark,Chavez PLC,Radio producer,jennifer93@wade.com,"1,001-5,000 employees",0.0,1.0,1.0
Heidi Mills,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Elizabeth Leach,Chavez PLC,Radio producer,jennifer93@wade.com,"1,001-5,000 employees",0.0,1.0,1.0
Hannah Young,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Elizabeth Jones,Chavez PLC,Radio producer,jennifer93@wade.com,2-10 employees,0.0,1.0,1.0
Phillip Jensen,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
George Sawyer,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Susan Stewart,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Rodney Knight,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Christopher Ford,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Curtis Benjamin,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Kimberly Werner,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Samuel Kelley,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jasmine Washington,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Julie Garcia,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Cynthia Phelps,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Jennifer Moss,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Rachel Taylor,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Timothy Miller,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Ashley Matthews,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Margaret Johnson,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Randall Horton,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Erik Curry,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Benjamin Adams,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Jean Smith,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Joseph Hernandez,Chavez PLC,Radio producer,jennifer93@wade.com,2-10 employees,0.0,1.0,1.0
Jeffrey Rivers,Chavez PLC,Radio producer,jennifer93@wade.com,51-200 employees,0.0,1.0,1.0
Jacob Wilson,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Dr. Adam Ochoa,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Erin Wilkerson,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 Employees,0.0,1.0,1.0
Samantha Duncan,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Edward Newton,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Jessica Dominguez,Chavez PLC,Radio producer,jennifer93@wade.com,51-200 employees,0.0,1.0,1.0
Olivia Hudson,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Ryan Dodson,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Margaret Hayes,Chavez PLC,Radio producer,jennifer93@wade.com,2-10 employees,0.0,1.0,1.0
Lisa Oliver,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Jeffery Gordon,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jenna Kelley,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Sandra Lowe,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Gregg Craig,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Michael Griffin,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Denise Smith,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Jason Lopez,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Angela Meyer,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Steven Martin,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Emily Haley,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Claire Stevens,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Jennifer Serrano,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Michael Pennington,Chavez PLC,Radio producer,jennifer93@wade.com,"1,001-5,000 employees",0.0,1.0,1.0
Cody Hill,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Timothy Ruiz,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jessica Bean,Chavez PLC,Radio producer,jennifer93@wade.com,1 employees,0.0,1.0,1.0
George Kelley,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Matthew Turner DDS,Chavez PLC,Radio producer,jennifer93@wade.com,201-500 Employees,0.0,1.0,1.0
Nathan Kidd,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Ryan Orozco,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jacob Callahan,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,0.0,1.0
Jerry Moore,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Jenny Smith,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Craig Brooks,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
David Taylor,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Richard Branch,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Erica Perez,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Shannon Anderson,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Miss Diana Young,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Sonya Ellis,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Brian Atkinson,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Heidi Weiss,Chavez PLC,Radio producer,jennifer93@wade.com,"10,001+ employees",0.0,1.0,1.0
Teresa Johnson,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Michael Thompson,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Stacy Holmes,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
David Schneider,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 Employees,0.0,1.0,1.0
Joseph Kelley,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Dustin Barnes,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Cheryl Jenkins,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Melissa Lynch,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Gregory Kaufman,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Christine Wilkins,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
William Richardson,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Mr. Shannon Powell,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Mr. Xavier Webster II,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Edward Kirk,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Gary Sims,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jeffrey Gonzalez,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Ricky Robinson,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Ryan Anderson,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Jennifer Nguyen,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Janet Santos,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
James Reynolds,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Mrs. Savannah Montoya MD,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Joel Ellis,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Nathan Washington,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Paul Lee,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Tracy Villanueva,Chavez PLC,Radio producer,jennifer93@wade.com,2-10 employees,0.0,1.0,1.0
Joel Boyd,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Pamela Hopkins,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Francisco House,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Paul Horton,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Regina Wilson,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Elizabeth Hall,Chavez PLC,Radio producer,jennifer93@wade.com,-,0.0,1.0,1.0
Michele Summers,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jay Young,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Steven Smith,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Dr. Christopher Leonard,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Joseph Thomas,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Gary Scott,Chavez PLC,Radio producer,jennifer93@wade.com,51-200 Employees,0.0,1.0,1.0
Angela Jordan,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Allison Yang,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,0.0,1.0
Thomas Carr,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Jason Black,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,0.0,0.0
Joshua Marshall,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Christopher Long,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Joseph Jenkins,Chavez PLC,Radio producer,jennifer93@wade.com,"1,001-5,000 employees",0.0,1.0,1.0
Anthony Phillips,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
William Jones,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Thomas Randolph,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Mary Chan,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,0.0,0.0
Jon Wolf,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Heather Cain,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Lisa Ramos,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Lance Perkins,Chavez PLC,Radio producer,jennifer93@wade.com,"1,001-5,000 employees",0.0,1.0,1.0
Chad Larson,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Curtis Buchanan,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Sarah Vasquez,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,0.0,1.0
Anna Bonilla,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
John Mays,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Jill Henderson,Chavez PLC,Radio producer,jennifer93@wade.com,"10,001+ employees",0.0,1.0,1.0
Pamela Richardson,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
David Farmer,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Annette Wyatt,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Anne Ramirez,Chavez PLC,Radio producer,jennifer93@wade.com,"1,001-5,000 employees",0.0,1.0,1.0
Kelsey Oconnor,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Stephen Stephens,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Tracy Logan,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jennifer Potts,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Jessica Murphy,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Amy Gonzalez,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Steven Martin,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Veronica Hobbs,Chavez PLC,Radio producer,jennifer93@wade.com,2-10 employees,0.0,1.0,1.0
Mrs. Sara Clark DVM,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Michelle Poole,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Jason Ayala,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Lynn Bridges,Chavez PLC,Radio producer,jennifer93@wade.com,2-10 employees,0.0,1.0,1.0
Sarah Brown,Chavez PLC,Radio producer,jennifer93@wade.com,501-1000 Employees,0.0,1.0,1.0
Marcia Rivera,Chavez PLC,Radio producer,jennifer93@wade.com,0-1 employees,0.0,1.0,1.0
Colleen Mccoy,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Edward Brock,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Anthony Fisher,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
David Bass,Chavez PLC,Radio producer,jennifer93@wade.com,-,0.0,1.0,1.0
Victor Spence,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Bruce Manning,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Cameron Kirk,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Joseph Jensen,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,0.0,1.0
Crystal Henson,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Anthony Smith,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Jessica Brown,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Terry Walter,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Andrea Smith,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Kimberly Martinez,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
John Bautista,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Shawn Johnson,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Daniel Smith,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Anna Moore,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Jenna Bell,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Brian Coleman,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Wendy Taylor DDS,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Kevin Lawson,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,0.0,0.0
Joseph Davis MD,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 Employees,0.0,1.0,1.0
Dustin Russell,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Dr. Tommy Moreno Jr.,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Frank Greene,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Lisa Ryan,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jacob Gonzalez,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Dwayne Lewis,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,0.0,1.0
Willie Irwin,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Mariah Martin,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Johnny Harvey,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Lisa Cameron,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Lauren Dodson,Chavez PLC,Radio producer,jennifer93@wade.com,2-10 employees,0.0,1.0,1.0
Tommy Barrera,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Aaron Spencer,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Melinda Simon,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Ms. Rebecca Suarez,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Erik Kerr,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,0.0,1.0
Caleb Rodriguez,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Joel Mendoza,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Rick Rios,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Christina Fowler,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Melissa Middleton,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Jennifer Miller,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Thomas Johnson,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Patrick Cox,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Whitney Baker,Chavez PLC,Radio producer,jennifer93@wade.com,2-10 Employees,0.0,1.0,1.0
Janice Roach,Chavez PLC,Radio producer,jennifer93@wade.com,51-200 employees,0.0,1.0,1.0
Leah Taylor,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Jasmine Johnson,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jordan Blackburn,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Juan Bell,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Edward Fisher,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Robin Lee,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Pamela Walker,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Paige Espinoza,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Marcus Fowler,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Jeffrey Mendoza,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Stephen Carter,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Victoria Rogers,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Jeanette Mullen,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Jessica Smith,Chavez PLC,Radio producer,jennifer93@wade.com,2-10 employees,0.0,1.0,1.0
Jennifer Ray,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Kevin Davis,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Tracy Boyd,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Rebecca Burton,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Anita Hill,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Stephanie Gonzalez,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Christopher Welch,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Sharon King,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Brett Taylor,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Robert Cruz,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Amy Alvarez,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
John Hudson Jr.,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Joseph Chaney,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Lindsey Oconnor,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,0.0,1.0
Thomas Marks,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
David Haney,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Jack Reynolds,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Alexander Holland,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 Employees,0.0,1.0,1.0
Lisa Gomez,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Andrew Price,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Tracy Stone,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Kenneth Foster,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
James Johnson,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Joe Simpson,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Reginald English,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Lauren Scott,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Rebecca Hill DVM,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Chad Lee,Chavez PLC,Radio producer,jennifer93@wade.com,2-10 employees,0.0,1.0,1.0
Anthony Cole,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Mariah Jordan,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Amanda Mcgrath,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Danielle Campbell,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Derek Le,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
Elizabeth Lyons,Chavez PLC,Radio producer,jennifer93@wade.com,11-50 employees,0.0,1.0,1.0
Stacy Johnson,Chavez PLC,Radio producer,jennifer93@wade.com,0,0.0,1.0,1.0
Ruben Johnson,Chavez PLC,Radio producer,jennifer93@wade.com,2-10 employees,0.0,1.0,1.0
Robert Lowe,Chavez PLC,Radio producer,jennifer93@wade.com,0,1.0,1.0,2.0
